cue,target,strength
LEMONADE,STAND,0.059
LEMONADE,THIRST,0.059
LEMONADE,PINK,0.046
LEMONADE,REFRESHING,0.046
LEMONADE,LEMON,0.039
LEMONADE,COOL,0.033
LEMONADE,SUMMER,0.033
LEMONADE,YELLOW,0.033
LEMONADE,ICE,0.026
LEMONADE,TART,0.026
LEMONADE,TEA,0.02
LEMONADE,CUP,0.013
LEMONADE,JUICE,0.013
LEMONADE,KOOL AID,0.013
LEMONADE,ORANGE,0.013
LEMONADE,SUGAR,0.013
LEND,BORROW,0.554
LEND,MONEY,0.158
LEND,GIVE,0.072
LEND,LOAN,0.065
LEND,HAND,0.043
LEND,HELP,0.029
LEND,OWE,0.014
LENGTH,WIDTH,0.285
LENGTH,LONG,0.257
LENGTH,DISTANCE,0.049
LENGTH,MEASURE,0.042
LENGTH,HAIR,0.035
LENGTH,HEIGHT,0.035
LENGTH,INCH,0.035
LENGTH,SHORT,0.035
LENGTH,SIZE,0.028
LENGTH,MEASUREMENT,0.021
LENGTH,FAR,0.014
LENGTH,METER,0.014
LENGTH,YARD,0.014
LENIENT,EASY,0.355
LENIENT,STRICT,0.118
LENIENT,NICE,0.033
LENIENT,HARD,0.026
LENIENT,LAX,0.026
LENIENT,LOOSE,0.026
LENIENT,SOFT,0.026
LENIENT,HARSH,0.02
LENIENT,MOM,0.02
LENIENT,PAPER,0.02
LENIENT,LAID BACK,0.013
LENIENT,RELAXED,0.013
LENIENT,SLACK,0.013
LENIENT,WEAK,0.013
LENS,GLASSES,0.553
LENS,CONTACT,0.182
LENS,EYE,0.091
LENS,CAMERA,0.076
LENS,CAP,0.03
LENS,FOCUS,0.015
LENS,SEE,0.015
LEO,LION,0.379
LEO,SIGN,0.092
LEO,VIRGO,0.059
LEO,CANCER,0.052
LEO,AUGUST,0.039
LEO,SCORPIO,0.033
LEO,CAPRICORN,0.026
LEO,LIBRA,0.026
LEO,ASTROLOGY,0.02
LEO,GEMINI,0.02
LEO,JULY,0.02
LEO,STARS,0.02
LEO,TAURUS,0.02
LEO,ZODIAC,0.02
LEO,ARIES,0.013
LEO,HOROSCOPE,0.013
LEO,MAN,0.013
LEO,ME,0.013
LEO,NAME,0.013
LEO,PISCES,0.013
LEO,SAGITTARIUS,0.013
LEO,TIGER,0.013
LEOPARD,SPOTS,0.245
LEOPARD,TIGER,0.15
LEOPARD,CAT,0.136
LEOPARD,ANIMAL,0.122
LEOPARD,SKIN,0.068
LEOPARD,CHEETAH,0.034
LEOPARD,LION,0.034
LEOPARD,PANTHER,0.027
LEOPARD,DOT,0.014
LEOPARD,FAST,0.014
LEOPARD,JAGUAR,0.014
LESS,MORE,0.629
LESS,ZERO,0.049
LESS,FEW,0.042
LESS,LITTLE,0.035
LESS,GREAT,0.028
LESS,NONE,0.028
LESS,SMALL,0.028
LESS,THAN,0.021
LESS,LEAST,0.014
LESS,LESSER,0.014
LESS,NOT ENOUGH,0.014
LESS,NOTHING,0.014
LESSON,LEARN,0.281
LESSON,CLASS,0.11
LESSON,TEACH,0.11
LESSON,SCHOOL,0.068
LESSON,TEACHER,0.048
LESSON,HOMEWORK,0.041
LESSON,PIANO,0.041
LESSON,PLAN,0.034
LESSON,TEST,0.027
LESSON,WORK,0.027
LESSON,BOOK,0.021
LESSON,CHAPTER,0.014
LESSON,KNOWLEDGE,0.014
LESSON,MUSIC,0.014
LET,ALLOW,0.283
LET,GO,0.237
LET,GIVE,0.039
LET,PERMISSION,0.039
LET,ME,0.033
LET,THEM,0.033
LET,DO,0.026
LET,BE,0.02
LET,IN,0.02
LET,LIVE,0.02
LET,TENNIS,0.02
LET,DOWN,0.013
LET,LOOSE,0.013
LET,NO,0.013
LETTER,WRITE,0.176
LETTER,MAIL,0.142
LETTER,STAMP,0.088
LETTER,OPENER,0.081
LETTER,ENVELOPE,0.068
LETTER,FRIEND,0.068
LETTER,NOTE,0.041
LETTER,PAPER,0.041
LETTER,ALPHABET,0.034
LETTER,MAILBOX,0.02
LETTER,NEWS,0.02
LETTER,NUMBER,0.02
LETTER,HEAD,0.014
LETTER,HOME,0.014
LETTER,READ,0.014
LETTERS,MAIL,0.15
LETTERS,ALPHABET,0.144
LETTERS,WRITE,0.124
LETTERS,NUMBERS,0.065
LETTERS,ENVELOPE,0.059
LETTERS,LOVE,0.046
LETTERS,WORD,0.039
LETTERS,NOTES,0.033
LETTERS,PAPERS,0.033
LETTERS,STAMP,0.033
LETTERS,FRIEND,0.026
LETTERS,HOME,0.02
LETTERS,CARDS,0.013
LETTERS,EDITOR,0.013
LETTERS,MOM,0.013
LETTERS,PEN,0.013
LETTERS,SCARLET,0.013
LETTUCE,TOMATO,0.292
LETTUCE,SALAD,0.278
LETTUCE,HEAD,0.083
LETTUCE,VEGETABLES,0.076
LETTUCE,GREEN,0.056
LETTUCE,RABBIT,0.028
LETTUCE,CABBAGE,0.021
LETTUCE,CARROT,0.014
LETTUCE,FOOD,0.014
LETTUCE,HAMBURGER,0.014
LETTUCE,LEAF,0.014
LEVEL,EVEN,0.125
LEVEL,HIGH,0.09
LEVEL,FLAT,0.083
LEVEL,STRAIGHT,0.062
LEVEL,FLOOR,0.056
LEVEL,HEIGHT,0.056
LEVEL,HEADED,0.035
LEVEL,STAIR,0.028
LEVEL,42,0.021
LEVEL,ONE,0.021
LEVEL,SEA,0.021
LEVEL,STAGE,0.021
LEVEL,TOP,0.021
LEVEL,BALANCED,0.014
LEVEL,BUMPY,0.014
LEVEL,CROOKED,0.014
LEVEL,DEGREE,0.014
LEVEL,GROUND,0.014
LEVEL,STEP,0.014
LEVEL,TEN,0.014
LEVEL,UPPER,0.014
LEVER,PULL,0.171
LEVER,HANDLE,0.118
LEVER,SOAP,0.086
LEVER,SWITCH,0.079
LEVER,2000,0.059
LEVER,PULLEY,0.053
LEVER,BUTTON,0.026
LEVER,TOOL,0.026
LEVER,BALANCE,0.02
LEVER,KNOB,0.02
LEVER,STICK,0.02
LEVER,CONTROL,0.013
LEVER,HELP,0.013
LEVER,LIFT,0.013
LEVER,PUSH,0.013
LIAR,CHEAT,0.19
LIAR,DISHONEST,0.063
LIAR,TRUTH,0.062
LIAR,FIB,0.034
LIAR,FALSE,0.027
LIAR,LIE,0.027
LIAR,THIEF,0.027
LIAR,BAD,0.021
LIAR,EVIL,0.021
LIAR,FAKE,0.021
LIAR,FOOL,0.021
LIAR,UNTRUE,0.021
LIAR,UNTRUSTWORTHY,0.021
LIAR,ENEMY,0.014
LIAR,JERK,0.014
LIAR,LION,0.014
LIAR,MEAN,0.014
LIAR,SNEAK,0.014
LIBEL,LAWSUIT,0.122
LIBEL,SLANDER,0.122
LIBEL,SUE,0.047
LIBEL,BLAME,0.034
LIBEL,LIE,0.027
LIBERAL,CONSERVATIVE,0.153
LIBERAL,DEMOCRATIC,0.12
LIBERAL,FREE,0.113
LIBERAL,OPEN,0.113
LIBERAL,ARTS,0.073
LIBERAL,POLITICS,0.047
LIBERAL,RADICAL,0.033
LIBERAL,WOMEN,0.02
LIBERAL,EASY,0.013
LIBERAL,FAIR,0.013
LIBERAL,FEMINIST,0.013
LIBERAL,THOUGHTFUL,0.013
LIBERTY,FREEDOM,0.352
LIBERTY,STATUE,0.197
LIBERTY,BELL,0.12
LIBERTY,JUSTICE,0.113
LIBERTY,FREE,0.042
LIBERTY,DEATH,0.035
LIBERTY,AMERICA,0.028
LIBERTY,LADY,0.014
LIBRARY,BOOK,0.794
LIBRARY,STUDY,0.048
LIBRARY,QUIET,0.04
LIBRARY,SCIENCE,0.016
LICE,HAIR,0.372
LICE,BUG,0.241
LICE,HEAD,0.103
LICE,FLEA,0.041
LICE,DIRTY,0.034
LICE,MICE,0.028
LICE,TICK,0.028
LICE,INSECT,0.021
LICE,CRAB,0.014
LICENSE,DRIVE,0.349
LICENSE,DRIVERS,0.174
LICENSE,PLATE,0.107
LICENSE,CAR,0.094
LICENSE,DRIVING,0.034
LICENSE,FREEDOM,0.027
LICENSE,SUSPENDED,0.02
LICENSE,KILL,0.013
LICENSE,NUMBER,0.013
LICENSE,PICTURE,0.013
LICENSE,TICKET,0.013
LICK,TONGUE,0.172
LICK,SUCK,0.166
LICK,LOLLIPOP,0.113
LICK,STAMP,0.093
LICK,DOG,0.073
LICK,ENVELOPE,0.066
LICK,ICE CREAM,0.04
LICK,SPIT,0.033
LICK,TASTE,0.033
LICK,SUCKER,0.02
LICK,BITE,0.013
LICK,SEX,0.013
LICK,SKIN,0.013
LICK,STICK,0.013
LICK,WET,0.013
LID,COVER,0.326
LID,TOP,0.29
LID,JAR,0.138
LID,CAP,0.065
LID,CONTAINER,0.058
LID,CAN,0.022
LID,BASKET,0.014
LID,DOOR,0.014
LID,OPEN,0.014
LID,POT,0.014
LIE,TRUTH,0.293
LIE,CHEAT,0.121
LIE,FIB,0.066
LIE,DECEIVE,0.056
LIE,STEAL,0.051
LIE,BAD,0.03
LIE,FALSE,0.03
LIE,DETECTOR,0.025
LIE,UNTRUTHFUL,0.02
LIE,DISHONEST,0.015
LIE,TALE,0.015
LIE,UNTRUE,0.015
LIE,WHITE,0.015
LIE,WRONG,0.015
LIE,DEATH,0.01
LIE,DECEPTION,0.01
LIE,FALSEHOOD,0.01
LIE,TELL,0.01
LIEUTENANT,ARMY,0.315
LIEUTENANT,OFFICER,0.116
LIEUTENANT,MILITARY,0.103
LIEUTENANT,SERGEANT,0.082
LIEUTENANT,COLONEL,0.068
LIEUTENANT,CAPTAIN,0.034
LIEUTENANT,GENERAL,0.034
LIEUTENANT,CORPORAL,0.021
LIEUTENANT,NAVY,0.021
LIEUTENANT,ARMED FORCES,0.014
LIEUTENANT,MEAN,0.014
LIEUTENANT,POLICE,0.014
LIEUTENANT,SERVICE,0.014
LIEUTENANT,WAR,0.014
LIFE,DEATH,0.485
LIFE,LIVE,0.206
LIFE,HAPPY,0.024
LIFE,LONG,0.024
LIFE,LOVE,0.024
LIFE,BREATH,0.018
LIFE,MAGAZINE,0.018
LIFE,TIME,0.018
LIFE,DIE,0.012
LIFE,FOREVER,0.012
LIFE,PEOPLE,0.012
LIFESTYLE,RICH,0.216
LIFESTYLE,CONDOM,0.088
LIFESTYLE,LIVING,0.081
LIFESTYLE,CHOICE,0.068
LIFESTYLE,CULTURE,0.034
LIFESTYLE,GAY,0.034
LIFESTYLE,CHANGE,0.027
LIFESTYLE,LIFE,0.027
LIFESTYLE,COMFORT,0.02
LIFESTYLE,FITNESS,0.02
LIFESTYLE,WAY,0.02
LIFESTYLE,CAREFREE,0.014
LIFESTYLE,FREE,0.014
LIFESTYLE,GYM,0.014
LIFESTYLE,HEALTHY,0.014
LIFESTYLE,HOME,0.014
LIFT,UP,0.183
LIFT,DROP,0.1
LIFT,RAISE,0.1
LIFT,CARRY,0.089
LIFT,HEAVY,0.089
LIFT,PICK UP,0.05
LIFT,LOWER,0.033
LIFT,PULL,0.033
LIFT,WEIGHT,0.028
LIFT,ELEVATOR,0.022
LIFT,PUSH,0.017
LIFT,RISE,0.017
LIFT,HEAVE,0.011
LIFT,HIGH,0.011
LIFT,HOLD,0.011
LIFT,OPEN,0.011
LIFT,PICK,0.011
LIFT,STRAIN,0.011
LIFT,STRENGTH,0.011
LIFT,TAKE,0.011
LIFT,TRUCK,0.011
LIGHT,DARK,0.371
LIGHT,BULB,0.212
LIGHT,BRIGHT,0.053
LIGHT,DAY,0.053
LIGHT,SUN,0.04
LIGHT,HOUSE,0.026
LIGHT,LAMP,0.02
LIGHT,ON,0.02
LIGHT,FIXTURE,0.013
LIGHT,SEE,0.013
LIGHT,SHINE,0.013
LIGHT,SWITCH,0.013
LIGHTER,CIGARETTE,0.271
LIGHTER,FLUID,0.121
LIGHTER,DARKER,0.1
LIGHTER,MATCH,0.093
LIGHTER,FLAME,0.086
LIGHTER,FIRE,0.079
LIGHTER,SMOKE,0.064
LIGHTER,HEAVIER,0.05
LIGHTER,BIC,0.029
LIGHTER,BUTANE,0.014
LIGHTHEADED,DIZZY,0.439
LIGHTHEADED,FAINT,0.115
LIGHTHEADED,SICK,0.068
LIGHTHEADED,AIR HEAD,0.054
LIGHTHEADED,DRUNK,0.041
LIGHTHEADED,WEAK,0.027
LIGHTHEADED,BLONDE,0.014
LIGHTHEADED,DUMB,0.014
LIGHTHEADED,HEADACHE,0.014
LIGHTHEADED,NAUSEA,0.014
LIGHTHEADED,QUEASY,0.014
LIGHTHEADED,WOOZY,0.014
LIGHTNING,THUNDER,0.354
LIGHTNING,STORM,0.083
LIGHTNING,BOLT,0.076
LIGHTNING,RAIN,0.062
LIGHTNING,ROD,0.056
LIGHTNING,STRIKE,0.056
LIGHTNING,BRIGHT,0.049
LIGHTNING,FLASH,0.042
LIGHTNING,ELECTRICITY,0.035
LIGHTNING,DANGER,0.021
LIGHTNING,SKY,0.021
LIGHTNING,BUG,0.014
LIGHTNING,DEAD,0.014
LIGHTNING,NATURE,0.014
LIKE,LOVE,0.335
LIKE,HATE,0.133
LIKE,DISLIKE,0.122
LIKE,SIMILAR,0.039
LIKE,ENJOY,0.028
LIKE,SAME,0.027
LIKE,ADMIRE,0.022
LIKE,FOND,0.022
LIKE,NICE,0.022
LIKE,AFFECTION,0.017
LIKE,FRIEND,0.017
LIKE,JOY,0.017
LIKE,AS,0.011
LIKE,CARE,0.011
LIKE,GOOD,0.011
LIKE,PLEASE,0.011
LIKELIHOOD,CHANCE,0.122
LIKELIHOOD,POSSIBILITY,0.108
LIKELIHOOD,PROBABILITY,0.101
LIKELIHOOD,LIKELY,0.068
LIKELIHOOD,PROBABLY,0.047
LIKELIHOOD,HAPPEN,0.041
LIKELIHOOD,COMMON,0.034
LIKELIHOOD,SAME,0.034
LIKELIHOOD,UNLIKELY,0.027
LIKELIHOOD,CHILDHOOD,0.02
LIKELIHOOD,MAYBE,0.02
LIKELIHOOD,SIMILAR,0.02
LIKELIHOOD,ALMOST,0.014
LIKELIHOOD,EVENT,0.014
LIKELIHOOD,OCCURRENCE,0.014
LIKELIHOOD,WILL,0.014
LILY,FLOWER,0.601
LILY,PAD,0.108
LILY,WHITE,0.068
LILY,VALLEY,0.034
LILY,WATER,0.034
LILY,FROG,0.02
LILY,BEAUTIFUL,0.014
LILY,PLANT,0.014
LILY,POND,0.014
LILY,PURPLE,0.014
LILY,SILLY,0.014
LIMB,ARM,0.389
LIMB,TREE,0.27
LIMB,LEG,0.127
LIMB,BRANCH,0.04
LIMB,CLIMB,0.032
LIMB,APPENDAGE,0.016
LIMB,EXTREMITY,0.016
LIMB,JOINT,0.016
LIME,LEMON,0.573
LIME,GREEN,0.063
LIME,SOUR,0.056
LIME,JUICE,0.035
LIME,LIGHT,0.028
LIME,STONE,0.028
LIME,TEQUILA,0.028
LIME,CORONA,0.021
LIME,FRUIT,0.021
LIME,ROCK,0.014
LIME,TART,0.014
LIMIT,SPEED,0.114
LIMIT,MAXIMUM,0.087
LIMIT,BOUNDARY,0.067
LIMIT,END,0.067
LIMIT,AMOUNT,0.06
LIMIT,INFINITY,0.04
LIMIT,STOP,0.04
LIMIT,CALCULUS,0.027
LIMIT,TIME,0.027
LIMIT,RESTRICTION,0.021
LIMIT,EXTEND,0.02
LIMIT,BOUNDS,0.014
LIMIT,CAPACITY,0.013
LIMIT,EXCESS,0.013
LIMIT,EXTREME,0.013
LIMIT,FIFTY-FIVE,0.013
LIMIT,MOST,0.013
LIMIT,NARROW,0.013
LIMIT,NONE,0.013
LIMIT,ONE,0.013
LIMIT,RULE,0.013
LIMOUSINE,CAR,0.429
LIMOUSINE,RICH,0.117
LIMOUSINE,BLACK,0.045
LIMOUSINE,DRIVER,0.045
LIMOUSINE,LONG,0.045
LIMOUSINE,LUXURY,0.039
LIMOUSINE,CHAUFFEUR,0.026
LIMOUSINE,MONEY,0.026
LIMOUSINE,PROM,0.019
LIMOUSINE,RIDE,0.019
LIMOUSINE,STRETCH,0.019
LIMOUSINE,BIG,0.013
LIMOUSINE,STAR,0.013
LIMOUSINE,STYLE,0.013
LIMOUSINE,VEHICLE,0.013
LIMOUSINE,WHITE,0.013
LIMP,LEG,0.162
LIMP,HURT,0.074
LIMP,WEAK,0.054
LIMP,BROKEN,0.047
LIMP,SOFT,0.041
LIMP,WALK,0.041
LIMP,HAIR,0.034
LIMP,WRIST,0.034
LIMP,DEAD,0.027
LIMP,HARD,0.027
LIMP,ARM,0.02
LIMP,DICK,0.02
LIMP,FOOT,0.02
LIMP,IMPOTENT,0.02
LIMP,INJURY,0.02
LIMP,PENIS,0.02
LIMP,STAGGER,0.02
LIMP,HOBBLE,0.014
LIMP,LOOSE,0.014
LIMP,NOODLE,0.014
LIMP,PAIN,0.014
LIMP,TIRED,0.014
LINE,STRAIGHT,0.205
LINE,CLOTHES,0.11
LINE,FISH,0.063
LINE,CIRCLE,0.055
LINE,ROPE,0.039
LINE,LONG,0.031
LINE,ROAD,0.031
LINE,WAIT,0.031
LINE,CURVE,0.024
LINE,DRAW,0.024
LINE,MATH,0.024
LINE,STRING,0.024
LINE,CHALK,0.016
LINE,DOTTED,0.016
LINE,MARK,0.016
LINE,PEOPLE,0.016
LINE,STAND,0.016
LINE,UP,0.016
LINEN,SHEETS,0.481
LINEN,BED,0.103
LINEN,CLOTH,0.103
LINEN,TOWEL,0.051
LINEN,CLOTHES,0.045
LINEN,WHITE,0.038
LINEN,CLEAN,0.026
LINEN,CLOSET,0.026
LINEN,LAUNDRY,0.026
LINEN,BLANKET,0.013
LINEN,MATERIAL,0.013
LINGERIE,SEXY,0.286
LINGERIE,UNDERWEAR,0.102
LINGERIE,SEX,0.082
LINGERIE,WOMAN,0.048
LINGERIE,BRA,0.041
LINGERIE,VICTORIA'S SECRET,0.041
LINGERIE,PAJAMAS,0.034
LINGERIE,CLOTHES,0.02
LINGERIE,LACE,0.02
LINGERIE,TEDDY,0.02
LINGERIE,BED,0.014
LINGERIE,MODEL,0.014
LINGERIE,NEGLIGEE,0.014
LINGERIE,NIGHTY,0.014
LINGERIE,SLEEP,0.014
LINK,CHAIN,0.4
LINK,CONNECT,0.179
LINK,MISSING,0.079
LINK,BRACELET,0.064
LINK,TOGETHER,0.064
LINK,SAUSAGE,0.043
LINK,JOIN,0.029
LINK,TIE,0.021
LINK,GOLD,0.014
LINT,DUST,0.204
LINT,DRYER,0.116
LINT,FUZZ,0.082
LINT,CLOTHES,0.075
LINT,DIRT,0.068
LINT,BRUSH,0.054
LINT,POCKET,0.054
LINT,BALL,0.041
LINT,LAUNDRY,0.034
LINT,SHIRT,0.027
LINT,BELLYBUTTON,0.014
LINT,BLACK,0.014
LINT,FABRIC,0.014
LINT,SCREEN,0.014
LINT,WASHER,0.014
LINT,WHITE,0.014
LION,TIGER,0.362
LION,CAT,0.085
LION,CUB,0.074
LION,ANIMAL,0.064
LION,ROAR,0.032
LION,AFRICA,0.021
LION,BEAR,0.021
LION,BEAST,0.021
LION,DEN,0.021
LION,FIERCE,0.021
LION,KING,0.021
LION,LEO,0.021
LION,MANE,0.021
LION,SAFARI,0.021
LION,TAMER,0.021
LIP,KISS,0.315
LIP,MOUTH,0.228
LIP,STICK,0.079
LIP,TONGUE,0.071
LIP,RED,0.039
LIP,CHAPPED,0.031
LIP,GLOSS,0.031
LIP,SERVICE,0.031
LIP,FACE,0.024
LIP,NOSE,0.024
LIP,TALK,0.024
LIP,FAT,0.016
LIP,SMILE,0.016
LIPS,KISS,0.432
LIPS,MOUTH,0.185
LIPS,RED,0.062
LIPS,TONGUE,0.034
LIPS,FACE,0.027
LIPS,BIG,0.021
LIPS,FULL,0.014
LIPS,GIRL,0.014
LIPS,HIPS,0.014
LIPS,LIPSTICK,0.014
LIPS,MOIST,0.014
LIPS,SOFT,0.014
LIPS,TEETH,0.014
LIPSTICK,MAKE UP,0.25
LIPSTICK,RED,0.243
LIPSTICK,LIPS,0.158
LIPSTICK,COLOR,0.033
LIPSTICK,GIRL,0.033
LIPSTICK,MOUTH,0.026
LIPSTICK,KISS,0.02
LIPSTICK,WOMAN,0.02
LIPSTICK,GLOSS,0.013
LIPSTICK,MASCARA,0.013
LIPSTICK,ROUGE,0.013
LIQUID,WATER,0.423
LIQUID,SOLID,0.099
LIQUID,DRINK,0.063
LIQUID,SOAP,0.049
LIQUID,BEER,0.028
LIQUID,DETERGENT,0.021
LIQUID,FLUID,0.021
LIQUID,PAPER,0.021
LIQUID,WET,0.021
LIQUID,ACID,0.014
LIQUID,BLEACH,0.014
LIQUID,MILK,0.014
LIQUID,RUNNY,0.014
LIQUID,SODA,0.014
LIQUOR,BEER,0.134
LIQUOR,DRUNK,0.12
LIQUOR,ALCOHOL,0.106
LIQUOR,DRINK,0.07
LIQUOR,BOOZE,0.049
LIQUOR,VODKA,0.049
LIQUOR,RUM,0.042
LIQUOR,WINE,0.042
LIQUOR,GIN,0.028
LIQUOR,HARD,0.028
LIQUOR,STORE,0.028
LIQUOR,BAD,0.021
LIQUOR,INTOXICATE,0.021
LIQUOR,PARTY,0.014
LIQUOR,SCOTCH,0.014
LIQUOR,STRONG,0.014
LIQUOR,SWEET,0.014
LIQUOR,TEQUILA,0.014
LIST,GROCERIES,0.147
LIST,WRITE,0.105
LIST,WORDS,0.07
LIST,PAPER,0.063
LIST,LONG,0.056
LIST,SHOPPING,0.049
LIST,NAMES,0.042
LIST,AGENDA,0.035
LIST,ORDER,0.035
LIST,COLUMN,0.028
LIST,CHECK,0.021
LIST,ORGANIZE,0.021
LIST,SCHEDULE,0.014
LIST,THINGS,0.014
LISTEN,HEAR,0.506
LISTEN,TALK,0.094
LISTEN,EAR,0.067
LISTEN,SPEAK,0.044
LISTEN,LOOK,0.039
LISTEN,ATTENTIVE,0.028
LISTEN,LEARN,0.028
LISTEN,CLOSELY,0.022
LISTEN,QUIET,0.022
LISTEN,UNDERSTAND,0.017
LISTEN,WELL,0.017
LISTEN,LECTURE,0.011
LISTEN,MUSIC,0.011
LISTEN,SILENT,0.011
LISTEN,SOUND,0.011
LIT,LIGHT,0.205
LIT,BRIGHT,0.144
LIT,CANDLE,0.075
LIT,DARK,0.068
LIT,CIGARETTE,0.048
LIT,FIRE,0.041
LIT,DRUNK,0.027
LIT,ENGLISH,0.027
LIT,ON,0.027
LIT,ROOM,0.027
LIT,LAMP,0.021
LIT,LITERATURE,0.021
LIT,MATCH,0.021
LIT,FLAME,0.014
LIT,LIGHTER,0.014
LITERATURE,BOOK,0.486
LITERATURE,READ,0.144
LITERATURE,ENGLISH,0.137
LITERATURE,BORING,0.027
LITERATURE,POETRY,0.027
LITERATURE,AMERICAN,0.014
LITERATURE,LIBRARY,0.014
LITERATURE,SHAKESPEARE,0.014
LITERATURE,WORDS,0.014
LITTER,CATS,0.236
LITTER,TRASH,0.209
LITTER,KITTY,0.155
LITTER,BOX,0.061
LITTER,GARBAGE,0.047
LITTER,BUG,0.034
LITTER,PUPS,0.034
LITTER,CLEAN,0.02
LITTER,WASTE,0.02
LITTER,BASKET,0.014
LITTER,MESS,0.014
LITTER,PAPER,0.014
LITTER,POLLUTION,0.014
LITTLE,SMALL,0.385
LITTLE,BIG,0.358
LITTLE,TINY,0.074
LITTLE,GIRL,0.02
LITTLE,MINUTE,0.02
LITTLE,LARGE,0.014
LITTLE,LOT,0.014
LIVE,DIE,0.378
LIVE,LIFE,0.111
LIVE,DEAD,0.1
LIVE,ALIVE,0.028
LIVE,BREATHE,0.028
LIVE,CONCERT,0.022
LIVE,HAPPY,0.022
LIVE,LOVE,0.022
LIVE,ENJOY,0.017
LIVE,IN PERSON,0.017
LIVE,REAL,0.017
LIVE,BE,0.011
LIVE,BREATH,0.011
LIVE,DEATH,0.011
LIVE,EXIST,0.011
LIVE,LONG,0.011
LIVE,MOVE,0.011
LIVE,MUSIC,0.011
LIVER,ONION,0.152
LIVER,MEAT,0.09
LIVER,KIDNEY,0.083
LIVER,ALCOHOL,0.076
LIVER,ORGAN,0.076
LIVER,TRANSPLANT,0.076
LIVER,GROSS,0.041
LIVER,HEART,0.041
LIVER,YUCK,0.041
LIVER,BODY,0.034
LIVER,FOOD,0.034
LIVER,CHICKEN,0.028
LIVER,CAT,0.021
LIVER,SPLEEN,0.021
LIVER,STOMACH,0.021
LIVER,COW,0.014
LIVER,PATE,0.014
LIVER,TURKEY,0.014
LIVING,DEAD,0.255
LIVING,ROOM,0.193
LIVING,DIE,0.172
LIVING,ALIVE,0.069
LIVING,HOUSE,0.048
LIVING,BREATHE,0.028
LIVING,LIFE,0.028
LIVING,DORM,0.021
LIVING,HAPPY,0.021
LIVING,BIBLE,0.014
LIVING,EXIST,0.014
LIVING ROOM,DINING ROOM,0.216
LIVING ROOM,COUCH,0.144
LIVING ROOM,TELEVISION,0.111
LIVING ROOM,HOUSE,0.085
LIVING ROOM,FAMILY,0.059
LIVING ROOM,SOFA,0.052
LIVING ROOM,DEN,0.046
LIVING ROOM,BEDROOM,0.033
LIVING ROOM,CHAIR,0.033
LIVING ROOM,FURNITURE,0.033
LIVING ROOM,RELAX,0.033
LIVING ROOM,TABLE,0.026
LIVING ROOM,HOME,0.02
LIVING ROOM,KITCHEN,0.02
LIVING ROOM,SIT,0.013
LIZARD,REPTILE,0.154
LIZARD,SNAKE,0.148
LIZARD,GREEN,0.101
LIZARD,ANIMAL,0.054
LIZARD,TONGUE,0.04
LIZARD,UGLY,0.04
LIZARD,FROG,0.034
LIZARD,SLIMY,0.034
LIZARD,IGUANA,0.027
LIZARD,SKIN,0.027
LIZARD,CHAMELEON,0.02
LIZARD,DINOSAUR,0.02
LIZARD,GROSS,0.02
LIZARD,LIPS,0.02
LIZARD,TAIL,0.02
LIZARD,FACE,0.013
LIZARD,NASTY,0.013
LIZARD,SALAMANDER,0.013
LIZARD,SMALL,0.013
LIZARD,TOAD,0.013
LIZARD,YUCK,0.013
LOAD,HEAVY,0.243
LOAD,TRUCK,0.101
LOAD,UNLOAD,0.088
LOAD,GUN,0.054
LOAD,FILL,0.047
LOAD,CARRY,0.041
LOAD,FULL,0.034
LOAD,LIFT,0.027
LOAD,PACK,0.027
LOAD,DUMP,0.02
LOAD,WEIGHT,0.02
LOAD,DIRT,0.014
LOAD,LAUNDRY,0.014
LOAD,LOT,0.014
LOAD,PICK-UP,0.014
LOAD,WORK,0.014
LOAF,BREAD,0.552
LOAF,LAZY,0.147
LOAF,GOOF OFF,0.078
LOAF,MEAT,0.043
LOAF,LOUNGE,0.026
LOAF,PIECE,0.017
LOAF,RELAX,0.017
LOAF,REST,0.017
LOAN,MONEY,0.429
LOAN,BANK,0.154
LOAN,BORROW,0.143
LOAN,GIVE,0.047
LOAN,LEND,0.039
LOAN,CREDIT,0.031
LOAN,INTEREST,0.031
LOAN,SHARK,0.024
LOAN,PAY,0.016
LOAN,PAYMENT,0.016
LOBBY,HOTEL,0.345
LOBBY,WAIT,0.117
LOBBY,HALL,0.09
LOBBY,ELEVATOR,0.055
LOBBY,LOUNGE,0.034
LOBBY,OFFICE,0.028
LOBBY,PEOPLE,0.028
LOBBY,ROOM,0.028
LOBBY,BELLMAN,0.014
LOBBY,BUILDING,0.014
LOBBY,CONGRESS,0.014
LOBBY,ENTRANCE,0.014
LOBBY,MOVIE,0.014
LOBBY,POLITICS,0.014
LOBBY,SMOKE,0.014
LOBBY,THEATER,0.014
LOBE,EAR,0.824
LOBE,BRAIN,0.033
LOBE,EARRING,0.026
LOBSTER,CRAB,0.141
LOBSTER,SEAFOOD,0.135
LOBSTER,TAIL,0.115
LOBSTER,RED,0.083
LOBSTER,FISH,0.058
LOBSTER,BUTTER,0.045
LOBSTER,CLAW,0.038
LOBSTER,SHRIMP,0.038
LOBSTER,GOOD,0.032
LOBSTER,SEA,0.032
LOBSTER,DINNER,0.019
LOBSTER,BROIL,0.013
LOBSTER,DELICIOUS,0.013
LOBSTER,EAT,0.013
